,tid,offence,label_dk,Anmeldte forbrydelser,population
14208,2022K2,Andre straffelovsforbrydelser i alt,Faaborg-Midtfyn,24,51928
14209,2022K2,Særlove i alt,Faaborg-Midtfyn,217,51928
14210,2008K1,Seksualforbrydelser i alt,Kerteminde,7,23630
14211,2008K1,Voldsforbrydelser i alt,Kerteminde,10,23630
14212,2008K1,Ejendomsforbrydelser i alt,Kerteminde,315,23630
14213,2008K1,Andre straffelovsforbrydelser i alt,Kerteminde,2,23630
14214,2008K1,Særlove i alt,Kerteminde,17,23630
14215,2008K2,Seksualforbrydelser i alt,Kerteminde,4,23635
14216,2008K2,Voldsforbrydelser i alt,Kerteminde,12,23635
14217,2008K2,Ejendomsforbrydelser i alt,Kerteminde,275,23635
14218,2008K2,Andre straffelovsforbrydelser i alt,Kerteminde,1,23635
14219,2008K2,Særlove i alt,Kerteminde,20,23635
14220,2008K3,Seksualforbrydelser i alt,Kerteminde,1,23668
14221,2008K3,Voldsforbrydelser i alt,Kerteminde,15,23668
14222,2008K3,Ejendomsforbrydelser i alt,Kerteminde,293,23668
14223,2008K3,Andre straffelovsforbrydelser i alt,Kerteminde,6,23668
14224,2008K3,Særlove i alt,Kerteminde,28,23668
14225,2008K4,Seksualforbrydelser i alt,Kerteminde,3,23684
14226,2008K4,Voldsforbrydelser i alt,Kerteminde,8,23684
14227,2008K4,Ejendomsforbrydelser i alt,Kerteminde,309,23684
14228,2008K4,Andre straffelovsforbrydelser i alt,Kerteminde,2,23684
14229,2008K4,Særlove i alt,Kerteminde,21,23684
14230,2009K1,Seksualforbrydelser i alt,Kerteminde,2,23745
14231,2009K1,Voldsforbrydelser i alt,Kerteminde,11,23745
14232,2009K1,Ejendomsforbrydelser i alt,Kerteminde,317,23745
14233,2009K1,Andre straffelovsforbrydelser i alt,Kerteminde,2,23745
14234,2009K1,Særlove i alt,Kerteminde,32,23745
14235,2009K2,Seksualforbrydelser i alt,Kerteminde,4,23738
14236,2009K2,Voldsforbrydelser i alt,Kerteminde,18,23738
14237,2009K2,Ejendomsforbrydelser i alt,Kerteminde,357,23738
14238,2009K2,Andre straffelovsforbrydelser i alt,Kerteminde,5,23738
14239,2009K2,Særlove i alt,Kerteminde,29,23738
14240,2009K3,Seksualforbrydelser i alt,Kerteminde,6,23794
14241,2009K3,Voldsforbrydelser i alt,Kerteminde,11,23794
14242,2009K3,Ejendomsforbrydelser i alt,Kerteminde,351,23794
14243,2009K3,Andre straffelovsforbrydelser i alt,Kerteminde,4,23794
14244,2009K3,Særlove i alt,Kerteminde,23,23794
14245,2009K4,Seksualforbrydelser i alt,Kerteminde,2,23750
14246,2009K4,Voldsforbrydelser i alt,Kerteminde,8,23750
14247,2009K4,Ejendomsforbrydelser i alt,Kerteminde,387,23750
14248,2009K4,Andre straffelovsforbrydelser i alt,Kerteminde,1,23750
14249,2009K4,Særlove i alt,Kerteminde,23,23750
14250,2010K1,Seksualforbrydelser i alt,Kerteminde,3,23770
14251,2010K1,Voldsforbrydelser i alt,Kerteminde,11,23770
14252,2010K1,Ejendomsforbrydelser i alt,Kerteminde,280,23770
14253,2010K1,Andre straffelovsforbrydelser i alt,Kerteminde,2,23770
14254,2010K1,Særlove i alt,Kerteminde,27,23770
14255,2010K2,Seksualforbrydelser i alt,Kerteminde,4,23752
14256,2010K2,Voldsforbrydelser i alt,Kerteminde,15,23752
14257,2010K2,Ejendomsforbrydelser i alt,Kerteminde,345,23752
14258,2010K2,Andre straffelovsforbrydelser i alt,Kerteminde,4,23752
14259,2010K2,Særlove i alt,Kerteminde,20,23752
14260,2010K3,Seksualforbrydelser i alt,Kerteminde,4,23750
14261,2010K3,Voldsforbrydelser i alt,Kerteminde,12,23750
14262,2010K3,Ejendomsforbrydelser i alt,Kerteminde,346,23750
14263,2010K3,Andre straffelovsforbrydelser i alt,Kerteminde,6,23750
14264,2010K3,Særlove i alt,Kerteminde,21,23750
14265,2010K4,Seksualforbrydelser i alt,Kerteminde,1,23723
14266,2010K4,Voldsforbrydelser i alt,Kerteminde,5,23723
14267,2010K4,Ejendomsforbrydelser i alt,Kerteminde,263,23723
14268,2010K4,Andre straffelovsforbrydelser i alt,Kerteminde,6,23723
14269,2010K4,Særlove i alt,Kerteminde,32,23723
14270,2011K1,Seksualforbrydelser i alt,Kerteminde,5,23758
14271,2011K1,Voldsforbrydelser i alt,Kerteminde,4,23758
14272,2011K1,Ejendomsforbrydelser i alt,Kerteminde,231,23758
14273,2011K1,Andre straffelovsforbrydelser i alt,Kerteminde,6,23758
14274,2011K1,Særlove i alt,Kerteminde,29,23758
14275,2011K2,Seksualforbrydelser i alt,Kerteminde,1,23708
14276,2011K2,Voldsforbrydelser i alt,Kerteminde,10,23708
14277,2011K2,Ejendomsforbrydelser i alt,Kerteminde,303,23708
14278,2011K2,Andre straffelovsforbrydelser i alt,Kerteminde,3,23708
14279,2011K2,Særlove i alt,Kerteminde,30,23708
14280,2011K3,Seksualforbrydelser i alt,Kerteminde,1,23767
14281,2011K3,Voldsforbrydelser i alt,Kerteminde,8,23767
14282,2011K3,Ejendomsforbrydelser i alt,Kerteminde,254,23767
14283,2011K3,Andre straffelovsforbrydelser i alt,Kerteminde,6,23767
14284,2011K3,Særlove i alt,Kerteminde,39,23767
14285,2011K4,Seksualforbrydelser i alt,Kerteminde,2,23740
14286,2011K4,Voldsforbrydelser i alt,Kerteminde,14,23740
14287,2011K4,Ejendomsforbrydelser i alt,Kerteminde,305,23740
14288,2011K4,Andre straffelovsforbrydelser i alt,Kerteminde,3,23740
14289,2011K4,Særlove i alt,Kerteminde,31,23740
14290,2012K1,Seksualforbrydelser i alt,Kerteminde,1,23793
14291,2012K1,Voldsforbrydelser i alt,Kerteminde,16,23793
14292,2012K1,Ejendomsforbrydelser i alt,Kerteminde,257,23793
14293,2012K1,Andre straffelovsforbrydelser i alt,Kerteminde,5,23793
14294,2012K1,Særlove i alt,Kerteminde,22,23793
14295,2012K2,Seksualforbrydelser i alt,Kerteminde,5,23746
14296,2012K2,Voldsforbrydelser i alt,Kerteminde,22,23746
14297,2012K2,Ejendomsforbrydelser i alt,Kerteminde,281,23746
14298,2012K2,Andre straffelovsforbrydelser i alt,Kerteminde,6,23746
14299,2012K2,Særlove i alt,Kerteminde,50,23746
14300,2012K3,Seksualforbrydelser i alt,Kerteminde,1,23788
14301,2012K3,Voldsforbrydelser i alt,Kerteminde,9,23788
14302,2012K3,Ejendomsforbrydelser i alt,Kerteminde,297,23788
14303,2012K3,Andre straffelovsforbrydelser i alt,Kerteminde,2,23788
14304,2012K3,Særlove i alt,Kerteminde,46,23788
14305,2012K4,Seksualforbrydelser i alt,Kerteminde,3,23728
14306,2012K4,Voldsforbrydelser i alt,Kerteminde,18,23728
14307,2012K4,Ejendomsforbrydelser i alt,Kerteminde,300,23728
14308,2012K4,Andre straffelovsforbrydelser i alt,Kerteminde,3,23728
14309,2012K4,Særlove i alt,Kerteminde,42,23728
14310,2013K1,Seksualforbrydelser i alt,Kerteminde,2,23787
14311,2013K1,Voldsforbrydelser i alt,Kerteminde,10,23787
14312,2013K1,Ejendomsforbrydelser i alt,Kerteminde,203,23787
14313,2013K1,Andre straffelovsforbrydelser i alt,Kerteminde,1,23787
14314,2013K1,Særlove i alt,Kerteminde,31,23787
14315,2013K2,Seksualforbrydelser i alt,Kerteminde,2,23721
14316,2013K2,Voldsforbrydelser i alt,Kerteminde,11,23721
14317,2013K2,Ejendomsforbrydelser i alt,Kerteminde,279,23721
14318,2013K2,Andre straffelovsforbrydelser i alt,Kerteminde,2,23721
14319,2013K2,Særlove i alt,Kerteminde,39,23721
14320,2013K3,Seksualforbrydelser i alt,Kerteminde,1,23677
14321,2013K3,Voldsforbrydelser i alt,Kerteminde,9,23677
14322,2013K3,Ejendomsforbrydelser i alt,Kerteminde,331,23677
14323,2013K3,Andre straffelovsforbrydelser i alt,Kerteminde,5,23677
14324,2013K3,Særlove i alt,Kerteminde,63,23677
14325,2013K4,Seksualforbrydelser i alt,Kerteminde,1,23697
14326,2013K4,Voldsforbrydelser i alt,Kerteminde,12,23697
14327,2013K4,Ejendomsforbrydelser i alt,Kerteminde,269,23697
14328,2013K4,Andre straffelovsforbrydelser i alt,Kerteminde,1,23697
14329,2013K4,Særlove i alt,Kerteminde,77,23697
14330,2014K1,Seksualforbrydelser i alt,Kerteminde,2,23665
14331,2014K1,Voldsforbrydelser i alt,Kerteminde,16,23665
14332,2014K1,Ejendomsforbrydelser i alt,Kerteminde,286,23665
14333,2014K1,Andre straffelovsforbrydelser i alt,Kerteminde,3,23665
14334,2014K1,Særlove i alt,Kerteminde,54,23665
14335,2014K2,Seksualforbrydelser i alt,Kerteminde,1,23707
14336,2014K2,Voldsforbrydelser i alt,Kerteminde,9,23707
14337,2014K2,Ejendomsforbrydelser i alt,Kerteminde,234,23707
14338,2014K2,Andre straffelovsforbrydelser i alt,Kerteminde,2,23707
14339,2014K2,Særlove i alt,Kerteminde,39,23707
14340,2014K3,Seksualforbrydelser i alt,Kerteminde,2,23797
14341,2014K3,Voldsforbrydelser i alt,Kerteminde,14,23797
14342,2014K3,Ejendomsforbrydelser i alt,Kerteminde,206,23797
14343,2014K3,Andre straffelovsforbrydelser i alt,Kerteminde,6,23797
14344,2014K3,Særlove i alt,Kerteminde,62,23797
14345,2014K4,Seksualforbrydelser i alt,Kerteminde,2,23774
14346,2014K4,Voldsforbrydelser i alt,Kerteminde,10,23774
14347,2014K4,Ejendomsforbrydelser i alt,Kerteminde,207,23774
14348,2014K4,Andre straffelovsforbrydelser i alt,Kerteminde,9,23774
14349,2014K4,Særlove i alt,Kerteminde,52,23774
14350,2015K1,Seksualforbrydelser i alt,Kerteminde,13,23728
14351,2015K1,Voldsforbrydelser i alt,Kerteminde,6,23728
14352,2015K1,Ejendomsforbrydelser i alt,Kerteminde,160,23728
14353,2015K1,Andre straffelovsforbrydelser i alt,Kerteminde,3,23728
14354,2015K1,Særlove i alt,Kerteminde,40,23728
14355,2015K2,Seksualforbrydelser i alt,Kerteminde,6,23799
14356,2015K2,Voldsforbrydelser i alt,Kerteminde,11,23799
14357,2015K2,Ejendomsforbrydelser i alt,Kerteminde,204,23799
14358,2015K2,Andre straffelovsforbrydelser i alt,Kerteminde,3,23799
14359,2015K2,Særlove i alt,Kerteminde,35,23799
14360,2015K3,Seksualforbrydelser i alt,Kerteminde,2,23860
14361,2015K3,Voldsforbrydelser i alt,Kerteminde,15,23860
14362,2015K3,Ejendomsforbrydelser i alt,Kerteminde,286,23860
14363,2015K3,Andre straffelovsforbrydelser i alt,Kerteminde,2,23860
14364,2015K3,Særlove i alt,Kerteminde,39,23860
14365,2015K4,Seksualforbrydelser i alt,Kerteminde,3,23850
14366,2015K4,Voldsforbrydelser i alt,Kerteminde,11,23850
14367,2015K4,Ejendomsforbrydelser i alt,Kerteminde,227,23850
14368,2015K4,Andre straffelovsforbrydelser i alt,Kerteminde,2,23850
14369,2015K4,Særlove i alt,Kerteminde,21,23850
14370,2016K1,Seksualforbrydelser i alt,Kerteminde,1,23880
14371,2016K1,Voldsforbrydelser i alt,Kerteminde,10,23880
14372,2016K1,Ejendomsforbrydelser i alt,Kerteminde,172,23880
14373,2016K1,Andre straffelovsforbrydelser i alt,Kerteminde,2,23880
14374,2016K1,Særlove i alt,Kerteminde,18,23880
14375,2016K2,Seksualforbrydelser i alt,Kerteminde,2,23871
14376,2016K2,Voldsforbrydelser i alt,Kerteminde,17,23871
14377,2016K2,Ejendomsforbrydelser i alt,Kerteminde,175,23871
14378,2016K2,Andre straffelovsforbrydelser i alt,Kerteminde,7,23871
14379,2016K2,Særlove i alt,Kerteminde,19,23871
14380,2016K3,Seksualforbrydelser i alt,Kerteminde,0,23834
14381,2016K3,Voldsforbrydelser i alt,Kerteminde,8,23834
14382,2016K3,Ejendomsforbrydelser i alt,Kerteminde,206,23834
14383,2016K3,Andre straffelovsforbrydelser i alt,Kerteminde,2,23834
14384,2016K3,Særlove i alt,Kerteminde,28,23834
14385,2016K4,Seksualforbrydelser i alt,Kerteminde,1,23787
14386,2016K4,Voldsforbrydelser i alt,Kerteminde,5,23787
14387,2016K4,Ejendomsforbrydelser i alt,Kerteminde,158,23787
14388,2016K4,Andre straffelovsforbrydelser i alt,Kerteminde,2,23787
14389,2016K4,Særlove i alt,Kerteminde,31,23787
14390,2017K1,Seksualforbrydelser i alt,Kerteminde,0,23774
14391,2017K1,Voldsforbrydelser i alt,Kerteminde,20,23774
14392,2017K1,Ejendomsforbrydelser i alt,Kerteminde,150,23774
14393,2017K1,Andre straffelovsforbrydelser i alt,Kerteminde,2,23774
14394,2017K1,Særlove i alt,Kerteminde,36,23774
14395,2017K2,Seksualforbrydelser i alt,Kerteminde,2,23746
14396,2017K2,Voldsforbrydelser i alt,Kerteminde,10,23746
14397,2017K2,Ejendomsforbrydelser i alt,Kerteminde,153,23746
14398,2017K2,Andre straffelovsforbrydelser i alt,Kerteminde,3,23746
14399,2017K2,Særlove i alt,Kerteminde,37,23746
14400,2017K3,Seksualforbrydelser i alt,Kerteminde,4,23795
14401,2017K3,Voldsforbrydelser i alt,Kerteminde,14,23795
14402,2017K3,Ejendomsforbrydelser i alt,Kerteminde,219,23795
14403,2017K3,Andre straffelovsforbrydelser i alt,Kerteminde,0,23795
14404,2017K3,Særlove i alt,Kerteminde,39,23795
14405,2017K4,Seksualforbrydelser i alt,Kerteminde,1,23797
14406,2017K4,Voldsforbrydelser i alt,Kerteminde,13,23797
14407,2017K4,Ejendomsforbrydelser i alt,Kerteminde,144,23797
14408,2017K4,Andre straffelovsforbrydelser i alt,Kerteminde,13,23797
14409,2017K4,Særlove i alt,Kerteminde,37,23797
14410,2018K1,Seksualforbrydelser i alt,Kerteminde,2,23756
14411,2018K1,Voldsforbrydelser i alt,Kerteminde,16,23756
14412,2018K1,Ejendomsforbrydelser i alt,Kerteminde,122,23756
14413,2018K1,Andre straffelovsforbrydelser i alt,Kerteminde,4,23756
14414,2018K1,Særlove i alt,Kerteminde,48,23756
14415,2018K2,Seksualforbrydelser i alt,Kerteminde,6,23736
14416,2018K2,Voldsforbrydelser i alt,Kerteminde,14,23736
14417,2018K2,Ejendomsforbrydelser i alt,Kerteminde,143,23736
14418,2018K2,Andre straffelovsforbrydelser i alt,Kerteminde,6,23736
14419,2018K2,Særlove i alt,Kerteminde,56,23736
14420,2018K3,Seksualforbrydelser i alt,Kerteminde,5,23854
14421,2018K3,Voldsforbrydelser i alt,Kerteminde,34,23854
14422,2018K3,Ejendomsforbrydelser i alt,Kerteminde,245,23854
14423,2018K3,Andre straffelovsforbrydelser i alt,Kerteminde,5,23854
14424,2018K3,Særlove i alt,Kerteminde,53,23854
14425,2018K4,Seksualforbrydelser i alt,Kerteminde,3,23802
14426,2018K4,Voldsforbrydelser i alt,Kerteminde,26,23802
14427,2018K4,Ejendomsforbrydelser i alt,Kerteminde,187,23802
14428,2018K4,Andre straffelovsforbrydelser i alt,Kerteminde,7,23802
14429,2018K4,Særlove i alt,Kerteminde,70,23802
14430,2019K1,Seksualforbrydelser i alt,Kerteminde,2,23773
14431,2019K1,Voldsforbrydelser i alt,Kerteminde,16,23773
14432,2019K1,Ejendomsforbrydelser i alt,Kerteminde,182,23773
14433,2019K1,Andre straffelovsforbrydelser i alt,Kerteminde,2,23773
14434,2019K1,Særlove i alt,Kerteminde,70,23773
14435,2019K2,Seksualforbrydelser i alt,Kerteminde,3,23831
14436,2019K2,Voldsforbrydelser i alt,Kerteminde,23,23831
14437,2019K2,Ejendomsforbrydelser i alt,Kerteminde,165,23831
14438,2019K2,Andre straffelovsforbrydelser i alt,Kerteminde,3,23831
14439,2019K2,Særlove i alt,Kerteminde,54,23831
14440,2019K3,Seksualforbrydelser i alt,Kerteminde,2,23863
14441,2019K3,Voldsforbrydelser i alt,Kerteminde,23,23863
14442,2019K3,Ejendomsforbrydelser i alt,Kerteminde,206,23863
14443,2019K3,Andre straffelovsforbrydelser i alt,Kerteminde,5,23863
14444,2019K3,Særlove i alt,Kerteminde,54,23863
14445,2019K4,Seksualforbrydelser i alt,Kerteminde,1,23789
14446,2019K4,Voldsforbrydelser i alt,Kerteminde,15,23789
14447,2019K4,Ejendomsforbrydelser i alt,Kerteminde,119,23789
14448,2019K4,Andre straffelovsforbrydelser i alt,Kerteminde,6,23789
14449,2019K4,Særlove i alt,Kerteminde,44,23789
14450,2020K1,Seksualforbrydelser i alt,Kerteminde,5,23812
14451,2020K1,Voldsforbrydelser i alt,Kerteminde,26,23812
14452,2020K1,Ejendomsforbrydelser i alt,Kerteminde,139,23812
14453,2020K1,Andre straffelovsforbrydelser i alt,Kerteminde,4,23812
14454,2020K1,Særlove i alt,Kerteminde,50,23812
14455,2020K2,Seksualforbrydelser i alt,Kerteminde,2,23839
14456,2020K2,Voldsforbrydelser i alt,Kerteminde,18,23839
14457,2020K2,Ejendomsforbrydelser i alt,Kerteminde,160,23839
14458,2020K2,Andre straffelovsforbrydelser i alt,Kerteminde,10,23839
14459,2020K2,Særlove i alt,Kerteminde,69,23839
14460,2020K3,Seksualforbrydelser i alt,Kerteminde,4,23824
14461,2020K3,Voldsforbrydelser i alt,Kerteminde,23,23824
14462,2020K3,Ejendomsforbrydelser i alt,Kerteminde,162,23824
14463,2020K3,Andre straffelovsforbrydelser i alt,Kerteminde,6,23824
14464,2020K3,Særlove i alt,Kerteminde,140,23824
14465,2020K4,Seksualforbrydelser i alt,Kerteminde,4,23833
14466,2020K4,Voldsforbrydelser i alt,Kerteminde,13,23833
14467,2020K4,Ejendomsforbrydelser i alt,Kerteminde,141,23833
14468,2020K4,Andre straffelovsforbrydelser i alt,Kerteminde,11,23833
14469,2020K4,Særlove i alt,Kerteminde,29,23833
14470,2021K1,Seksualforbrydelser i alt,Kerteminde,9,23847
14471,2021K1,Voldsforbrydelser i alt,Kerteminde,16,23847
14472,2021K1,Ejendomsforbrydelser i alt,Kerteminde,109,23847
14473,2021K1,Andre straffelovsforbrydelser i alt,Kerteminde,5,23847
14474,2021K1,Særlove i alt,Kerteminde,65,23847
14475,2021K2,Seksualforbrydelser i alt,Kerteminde,5,23835
14476,2021K2,Voldsforbrydelser i alt,Kerteminde,21,23835
14477,2021K2,Ejendomsforbrydelser i alt,Kerteminde,126,23835
14478,2021K2,Andre straffelovsforbrydelser i alt,Kerteminde,5,23835
14479,2021K2,Særlove i alt,Kerteminde,118,23835
14480,2021K3,Seksualforbrydelser i alt,Kerteminde,1,23914
14481,2021K3,Voldsforbrydelser i alt,Kerteminde,17,23914
14482,2021K3,Ejendomsforbrydelser i alt,Kerteminde,153,23914
14483,2021K3,Andre straffelovsforbrydelser i alt,Kerteminde,19,23914
14484,2021K3,Særlove i alt,Kerteminde,54,23914
14485,2021K4,Seksualforbrydelser i alt,Kerteminde,3,24006
14486,2021K4,Voldsforbrydelser i alt,Kerteminde,11,24006
14487,2021K4,Ejendomsforbrydelser i alt,Kerteminde,129,24006
14488,2021K4,Andre straffelovsforbrydelser i alt,Kerteminde,6,24006
14489,2021K4,Særlove i alt,Kerteminde,140,24006
14490,2022K1,Seksualforbrydelser i alt,Kerteminde,3,24034
14491,2022K1,Voldsforbrydelser i alt,Kerteminde,13,24034
14492,2022K1,Ejendomsforbrydelser i alt,Kerteminde,100,24034
14493,2022K1,Andre straffelovsforbrydelser i alt,Kerteminde,4,24034
14494,2022K1,Særlove i alt,Kerteminde,72,24034
14495,2022K2,Seksualforbrydelser i alt,Kerteminde,3,24040
14496,2022K2,Voldsforbrydelser i alt,Kerteminde,18,24040
14497,2022K2,Ejendomsforbrydelser i alt,Kerteminde,124,24040
14498,2022K2,Andre straffelovsforbrydelser i alt,Kerteminde,7,24040
14499,2022K2,Særlove i alt,Kerteminde,37,24040
14500,2008K1,Seksualforbrydelser i alt,Langeland,1,13741
14501,2008K1,Voldsforbrydelser i alt,Langeland,3,13741
14502,2008K1,Ejendomsforbrydelser i alt,Langeland,151,13741
14503,2008K1,Andre straffelovsforbrydelser i alt,Langeland,2,13741
14504,2008K1,Særlove i alt,Langeland,18,13741
14505,2008K2,Seksualforbrydelser i alt,Langeland,2,13674
14506,2008K2,Voldsforbrydelser i alt,Langeland,12,13674
14507,2008K2,Ejendomsforbrydelser i alt,Langeland,165,13674
14508,2008K2,Andre straffelovsforbrydelser i alt,Langeland,3,13674
14509,2008K2,Særlove i alt,Langeland,14,13674
14510,2008K3,Seksualforbrydelser i alt,Langeland,2,13658
14511,2008K3,Voldsforbrydelser i alt,Langeland,23,13658
14512,2008K3,Ejendomsforbrydelser i alt,Langeland,233,13658
14513,2008K3,Andre straffelovsforbrydelser i alt,Langeland,2,13658
14514,2008K3,Særlove i alt,Langeland,34,13658
14515,2008K4,Seksualforbrydelser i alt,Langeland,0,13592
14516,2008K4,Voldsforbrydelser i alt,Langeland,5,13592
14517,2008K4,Ejendomsforbrydelser i alt,Langeland,128,13592
14518,2008K4,Andre straffelovsforbrydelser i alt,Langeland,2,13592
14519,2008K4,Særlove i alt,Langeland,17,13592
14520,2009K1,Seksualforbrydelser i alt,Langeland,1,13563
14521,2009K1,Voldsforbrydelser i alt,Langeland,5,13563
14522,2009K1,Ejendomsforbrydelser i alt,Langeland,171,13563
14523,2009K1,Andre straffelovsforbrydelser i alt,Langeland,1,13563
14524,2009K1,Særlove i alt,Langeland,5,13563
14525,2009K2,Seksualforbrydelser i alt,Langeland,0,13544
14526,2009K2,Voldsforbrydelser i alt,Langeland,6,13544
14527,2009K2,Ejendomsforbrydelser i alt,Langeland,179,13544
14528,2009K2,Andre straffelovsforbrydelser i alt,Langeland,2,13544
14529,2009K2,Særlove i alt,Langeland,16,13544
14530,2009K3,Seksualforbrydelser i alt,Langeland,0,13557
14531,2009K3,Voldsforbrydelser i alt,Langeland,14,13557
14532,2009K3,Ejendomsforbrydelser i alt,Langeland,282,13557
14533,2009K3,Andre straffelovsforbrydelser i alt,Langeland,1,13557
14534,2009K3,Særlove i alt,Langeland,35,13557
14535,2009K4,Seksualforbrydelser i alt,Langeland,0,13515
14536,2009K4,Voldsforbrydelser i alt,Langeland,5,13515
14537,2009K4,Ejendomsforbrydelser i alt,Langeland,204,13515
14538,2009K4,Andre straffelovsforbrydelser i alt,Langeland,1,13515
14539,2009K4,Særlove i alt,Langeland,8,13515
14540,2010K1,Seksualforbrydelser i alt,Langeland,3,13510
14541,2010K1,Voldsforbrydelser i alt,Langeland,8,13510
14542,2010K1,Ejendomsforbrydelser i alt,Langeland,146,13510
14543,2010K1,Andre straffelovsforbrydelser i alt,Langeland,4,13510
14544,2010K1,Særlove i alt,Langeland,15,13510
14545,2010K2,Seksualforbrydelser i alt,Langeland,2,13493
14546,2010K2,Voldsforbrydelser i alt,Langeland,2,13493
14547,2010K2,Ejendomsforbrydelser i alt,Langeland,153,13493
14548,2010K2,Andre straffelovsforbrydelser i alt,Langeland,1,13493
14549,2010K2,Særlove i alt,Langeland,5,13493
14550,2010K3,Seksualforbrydelser i alt,Langeland,5,13475
14551,2010K3,Voldsforbrydelser i alt,Langeland,20,13475
14552,2010K3,Ejendomsforbrydelser i alt,Langeland,226,13475
14553,2010K3,Andre straffelovsforbrydelser i alt,Langeland,3,13475
14554,2010K3,Særlove i alt,Langeland,16,13475
14555,2010K4,Seksualforbrydelser i alt,Langeland,1,13384
14556,2010K4,Voldsforbrydelser i alt,Langeland,9,13384
14557,2010K4,Ejendomsforbrydelser i alt,Langeland,127,13384
14558,2010K4,Andre straffelovsforbrydelser i alt,Langeland,3,13384
14559,2010K4,Særlove i alt,Langeland,20,13384
14560,2011K1,Seksualforbrydelser i alt,Langeland,2,13322
14561,2011K1,Voldsforbrydelser i alt,Langeland,10,13322
14562,2011K1,Ejendomsforbrydelser i alt,Langeland,118,13322
14563,2011K1,Andre straffelovsforbrydelser i alt,Langeland,1,13322
14564,2011K1,Særlove i alt,Langeland,32,13322
14565,2011K2,Seksualforbrydelser i alt,Langeland,4,13243
14566,2011K2,Voldsforbrydelser i alt,Langeland,8,13243
14567,2011K2,Ejendomsforbrydelser i alt,Langeland,88,13243
14568,2011K2,Andre straffelovsforbrydelser i alt,Langeland,1,13243
14569,2011K2,Særlove i alt,Langeland,15,13243
14570,2011K3,Seksualforbrydelser i alt,Langeland,1,13208
14571,2011K3,Voldsforbrydelser i alt,Langeland,7,13208
14572,2011K3,Ejendomsforbrydelser i alt,Langeland,197,13208
14573,2011K3,Andre straffelovsforbrydelser i alt,Langeland,1,13208
14574,2011K3,Særlove i alt,Langeland,15,13208
14575,2011K4,Seksualforbrydelser i alt,Langeland,1,13141
14576,2011K4,Voldsforbrydelser i alt,Langeland,6,13141
14577,2011K4,Ejendomsforbrydelser i alt,Langeland,171,13141
14578,2011K4,Andre straffelovsforbrydelser i alt,Langeland,1,13141
14579,2011K4,Særlove i alt,Langeland,16,13141
14580,2012K1,Seksualforbrydelser i alt,Langeland,0,13094
14581,2012K1,Voldsforbrydelser i alt,Langeland,8,13094
14582,2012K1,Ejendomsforbrydelser i alt,Langeland,138,13094
14583,2012K1,Andre straffelovsforbrydelser i alt,Langeland,2,13094
14584,2012K1,Særlove i alt,Langeland,12,13094
14585,2012K2,Seksualforbrydelser i alt,Langeland,2,13016
14586,2012K2,Voldsforbrydelser i alt,Langeland,9,13016
14587,2012K2,Ejendomsforbrydelser i alt,Langeland,153,13016
14588,2012K2,Andre straffelovsforbrydelser i alt,Langeland,3,13016
14589,2012K2,Særlove i alt,Langeland,19,13016
14590,2012K3,Seksualforbrydelser i alt,Langeland,2,13005
14591,2012K3,Voldsforbrydelser i alt,Langeland,13,13005
14592,2012K3,Ejendomsforbrydelser i alt,Langeland,179,13005
14593,2012K3,Andre straffelovsforbrydelser i alt,Langeland,4,13005
14594,2012K3,Særlove i alt,Langeland,22,13005
14595,2012K4,Seksualforbrydelser i alt,Langeland,2,12939
14596,2012K4,Voldsforbrydelser i alt,Langeland,9,12939
14597,2012K4,Ejendomsforbrydelser i alt,Langeland,173,12939
14598,2012K4,Andre straffelovsforbrydelser i alt,Langeland,1,12939
14599,2012K4,Særlove i alt,Langeland,17,12939
14600,2013K1,Seksualforbrydelser i alt,Langeland,0,12861
14601,2013K1,Voldsforbrydelser i alt,Langeland,7,12861
14602,2013K1,Ejendomsforbrydelser i alt,Langeland,122,12861
14603,2013K1,Andre straffelovsforbrydelser i alt,Langeland,0,12861
14604,2013K1,Særlove i alt,Langeland,13,12861
14605,2013K2,Seksualforbrydelser i alt,Langeland,1,12814
14606,2013K2,Voldsforbrydelser i alt,Langeland,6,12814
14607,2013K2,Ejendomsforbrydelser i alt,Langeland,90,12814
14608,2013K2,Andre straffelovsforbrydelser i alt,Langeland,0,12814
14609,2013K2,Særlove i alt,Langeland,15,12814
14610,2013K3,Seksualforbrydelser i alt,Langeland,1,12803
14611,2013K3,Voldsforbrydelser i alt,Langeland,15,12803
14612,2013K3,Ejendomsforbrydelser i alt,Langeland,151,12803
14613,2013K3,Andre straffelovsforbrydelser i alt,Langeland,2,12803
14614,2013K3,Særlove i alt,Langeland,16,12803
14615,2013K4,Seksualforbrydelser i alt,Langeland,0,12736
14616,2013K4,Voldsforbrydelser i alt,Langeland,4,12736
14617,2013K4,Ejendomsforbrydelser i alt,Langeland,99,12736
14618,2013K4,Andre straffelovsforbrydelser i alt,Langeland,0,12736
14619,2013K4,Særlove i alt,Langeland,33,12736
14620,2014K1,Seksualforbrydelser i alt,Langeland,2,12695
14621,2014K1,Voldsforbrydelser i alt,Langeland,10,12695
14622,2014K1,Ejendomsforbrydelser i alt,Langeland,89,12695
14623,2014K1,Andre straffelovsforbrydelser i alt,Langeland,1,12695
14624,2014K1,Særlove i alt,Langeland,18,12695
14625,2014K2,Seksualforbrydelser i alt,Langeland,2,12660
